timestamp,device_id,operating_state,load_pct,temperature_c,vibration_mm_s,current_a,power_kw,energy_kwh_5min,valve_command_pct,valve_position_pct,position_error_pct,upstream_pressure_bar,downstream_pressure_bar,flow_m3_h,differential_pressure_bar,threshold_status,data_quality_flag,is_anomaly,anomaly_type,risk_level,incident_id,expected_action
2026-07-06 10:00:00,VALVE_C,running,80.01,44.38,,0.733,0.1672,0.01393,84.21,84.34,0.13,5.249,4.519,52.53,0.729,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 10:05:00,VALVE_C,running,78.52,44.11,,0.686,0.1552,0.01294,82.82,83.12,0.3,5.249,4.488,49.77,0.762,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 10:10:00,VALVE_C,running,83.65,45.1,,0.697,0.1641,0.01367,86.54,85.75,0.78,5.307,4.557,54.69,0.751,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 10:15:00,VALVE_C,running,80.09,44.2,,0.694,0.1582,0.01318,83.55,82.68,0.87,5.2,4.463,55.57,0.737,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 10:20:00,VALVE_C,running,82.04,44.4,,0.759,0.1731,0.01443,84.66,85.3,0.64,5.195,4.502,55.74,0.693,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 10:25:00,VALVE_C,running,78.21,43.35,,0.678,0.1626,0.01355,82.99,82.54,0.45,5.186,4.435,52.43,0.751,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 10:30:00,VALVE_C,running,79.37,43.77,,0.708,0.1611,0.01343,83.72,81.93,1.79,5.348,4.563,53.72,0.785,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 10:35:00,VALVE_C,running,83.2,44.16,,0.705,0.1649,0.01375,87.99,88.47,0.48,5.182,4.429,50.41,0.754,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 10:40:00,VALVE_C,running,77.74,43.44,,0.718,0.1765,0.01471,81.65,81.01,0.64,5.146,4.408,47.8,0.738,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 10:45:00,VALVE_C,running,80.61,44.31,,0.694,0.158,0.01317,83.18,82.92,0.25,5.17,4.327,52.24,0.843,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 10:50:00,VALVE_C,running,81.0,43.85,,0.721,0.1569,0.01308,83.85,83.88,0.03,5.125,4.412,52.49,0.713,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 10:55:00,VALVE_C,running,79.2,44.27,,0.679,0.1677,0.01397,82.73,82.81,0.08,5.071,4.225,51.09,0.845,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 11:00:00,VALVE_C,running,80.76,44.06,,0.726,0.1685,0.01404,84.53,84.2,0.33,5.206,4.399,53.02,0.807,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 11:05:00,VALVE_C,running,79.55,43.94,,0.711,0.1661,0.01384,83.75,82.51,1.23,5.098,4.281,52.12,0.817,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 11:10:00,VALVE_C,running,81.72,44.63,,0.702,0.1512,0.0126,87.15,87.24,0.09,5.07,4.316,47.6,0.754,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 11:15:00,VALVE_C,running,83.46,44.93,,0.745,0.1616,0.01347,85.56,85.19,0.37,5.078,4.28,47.4,0.797,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 11:20:00,VALVE_C,running,81.65,44.89,,0.731,0.1672,0.01393,85.24,85.22,0.02,5.042,4.257,47.57,0.784,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 11:25:00,VALVE_C,running,77.62,43.74,,0.678,0.1574,0.01312,81.27,80.99,0.28,4.932,4.108,47.04,0.824,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 11:30:00,VALVE_C,running,83.93,44.31,,0.72,0.1629,0.01358,86.6,85.71,0.89,5.066,4.317,53.54,0.75,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 11:35:00,VALVE_C,running,80.48,43.58,,0.698,0.162,0.0135,83.92,83.9,0.02,4.795,4.026,51.86,0.769,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 11:40:00,VALVE_C,running,78.28,44.36,,0.679,0.1525,0.01271,81.33,81.42,0.09,4.953,4.109,47.61,0.844,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 11:45:00,VALVE_C,running,77.06,43.83,,0.738,0.1636,0.01364,80.09,81.0,0.91,4.889,4.057,45.07,0.832,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 11:50:00,VALVE_C,running,80.27,44.15,,0.673,0.1536,0.0128,83.04,83.15,0.1,4.855,4.053,45.23,0.802,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 11:55:00,VALVE_C,running,79.71,43.85,,0.717,0.1592,0.01326,83.82,85.56,1.74,4.847,4.102,43.56,0.745,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 12:00:00,VALVE_C,running,78.45,43.54,,0.682,0.1572,0.0131,80.81,81.26,0.45,4.842,4.093,45.14,0.75,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 12:05:00,VALVE_C,running,77.98,43.32,,0.739,0.1744,0.01453,83.33,82.86,0.47,5.484,4.69,59.48,0.794,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 12:10:00,VALVE_C,running,73.79,43.42,,0.728,0.1537,0.0128,78.76,78.5,0.25,5.608,4.845,60.61,0.763,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 12:15:00,VALVE_C,running,80.42,43.91,,0.704,0.1632,0.0136,82.91,82.08,0.82,5.501,4.767,64.33,0.733,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 12:20:00,VALVE_C,running,74.0,43.86,,0.71,0.1651,0.01376,78.99,79.56,0.57,5.522,4.758,59.72,0.764,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 12:25:00,VALVE_C,running,74.47,43.11,,0.688,0.1662,0.01385,78.37,77.63,0.74,5.466,4.641,58.87,0.824,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 12:30:00,VALVE_C,running,70.95,43.38,,0.713,0.1652,0.01376,77.05,78.0,0.95,5.525,4.667,57.54,0.858,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 12:35:00,VALVE_C,running,76.19,43.12,,0.704,0.1624,0.01353,79.42,80.37,0.95,5.632,4.815,59.61,0.817,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 12:40:00,VALVE_C,running,77.05,44.14,,0.69,0.1666,0.01388,82.6,82.53,0.07,5.625,4.83,60.69,0.796,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 12:45:00,VALVE_C,running,74.2,44.09,,0.681,0.1603,0.01336,78.51,79.37,0.87,5.672,4.833,58.42,0.84,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 12:50:00,VALVE_C,running,71.72,43.0,,0.673,0.1554,0.01295,76.35,75.72,0.63,5.445,4.568,57.75,0.877,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 12:55:00,VALVE_C,running,74.41,43.99,,0.711,0.1648,0.01373,79.56,79.6,0.04,5.511,4.667,59.96,0.844,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 13:00:00,VALVE_C,running,76.91,44.07,,0.686,0.1567,0.01306,81.2,81.7,0.5,5.495,4.722,63.37,0.772,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 13:05:00,VALVE_C,running,73.29,43.71,,0.675,0.1447,0.01206,78.98,78.74,0.24,5.489,4.659,58.15,0.83,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 13:10:00,VALVE_C,running,73.64,43.24,,0.67,0.1588,0.01323,77.7,76.96,0.74,5.459,4.611,60.15,0.848,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 13:15:00,VALVE_C,running,70.89,42.51,,0.673,0.1519,0.01266,75.65,76.89,1.24,5.606,4.79,57.47,0.816,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 13:20:00,VALVE_C,running,68.98,42.06,,0.675,0.1572,0.0131,74.15,74.41,0.26,5.472,4.73,57.62,0.742,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 13:25:00,VALVE_C,running,74.65,43.65,,0.715,0.1664,0.01386,78.51,79.03,0.52,5.596,4.782,59.03,0.814,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 13:30:00,VALVE_C,running,74.21,43.26,,0.69,0.1506,0.01255,78.92,78.95,0.03,5.587,4.767,58.92,0.82,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 13:35:00,VALVE_C,running,74.21,43.37,,0.68,0.1473,0.01228,78.6,79.76,1.16,5.578,4.77,61.12,0.808,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 13:40:00,VALVE_C,running,69.6,42.31,,0.66,0.1462,0.01218,74.45,74.67,0.22,5.386,4.543,58.44,0.843,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 13:45:00,VALVE_C,running,70.11,43.04,,0.679,0.1513,0.01261,75.44,75.4,0.04,5.464,4.618,58.86,0.846,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 13:50:00,VALVE_C,running,73.58,42.5,,0.675,0.1578,0.01315,76.82,77.7,0.88,5.478,4.635,58.07,0.843,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 13:55:00,VALVE_C,running,72.23,42.9,,0.649,0.148,0.01233,75.61,75.54,0.07,5.459,4.601,59.61,0.858,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 14:00:00,VALVE_C,running,72.08,43.67,,0.672,0.1639,0.01366,75.94,74.53,1.41,5.467,4.641,58.84,0.826,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 14:05:00,VALVE_C,running,75.55,43.82,,0.709,0.1479,0.01232,79.21,80.28,1.07,5.56,4.752,60.58,0.808,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 14:10:00,VALVE_C,running,72.14,43.75,,0.69,0.1517,0.01264,76.77,77.27,0.5,5.551,4.719,58.01,0.831,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 14:15:00,VALVE_C,running,70.11,43.36,,0.689,0.1653,0.01377,73.86,73.92,0.06,5.495,4.606,58.27,0.888,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 14:20:00,VALVE_C,running,72.79,42.51,,0.703,0.1571,0.01309,78.48,79.01,0.54,5.419,4.599,59.58,0.821,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 14:25:00,VALVE_C,running,72.12,43.29,,0.651,0.1547,0.01289,77.24,77.26,0.02,5.51,4.684,59.43,0.826,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 14:30:00,VALVE_C,running,71.02,43.48,,0.664,0.1585,0.01321,75.82,76.45,0.63,5.519,4.703,59.77,0.816,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 14:35:00,VALVE_C,running,75.63,43.58,,0.678,0.1624,0.01353,82.08,81.13,0.95,5.485,4.657,59.2,0.828,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 14:40:00,VALVE_C,running,76.08,43.5,,0.679,0.1571,0.01309,78.05,78.94,0.89,5.59,4.77,58.98,0.821,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 14:45:00,VALVE_C,running,75.11,44.11,,0.683,0.1707,0.01423,78.95,79.3,0.36,5.489,4.674,62.09,0.815,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 14:50:00,VALVE_C,running,70.89,43.58,,0.659,0.1394,0.01161,74.83,74.26,0.57,5.431,4.529,57.2,0.902,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 14:55:00,VALVE_C,running,75.2,43.85,,0.681,0.1565,0.01304,80.21,80.51,0.3,5.467,4.653,57.37,0.814,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 15:00:00,VALVE_C,running,75.53,43.51,,0.67,0.1504,0.01254,80.41,79.89,0.52,5.625,4.786,59.76,0.839,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 15:05:00,VALVE_C,running,75.04,43.44,,0.708,0.1741,0.01451,80.31,80.26,0.05,5.53,4.719,59.18,0.811,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 15:10:00,VALVE_C,running,73.02,42.92,,0.682,0.1569,0.01308,77.85,77.31,0.54,5.444,4.59,58.85,0.854,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 15:15:00,VALVE_C,running,74.57,43.23,,0.687,0.1567,0.01306,79.49,79.19,0.3,5.549,4.784,59.49,0.765,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 15:20:00,VALVE_C,running,73.3,43.3,,0.66,0.1466,0.01222,78.85,79.23,0.38,5.409,4.644,58.94,0.765,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 15:25:00,VALVE_C,running,71.35,43.13,,0.69,0.1621,0.01351,76.52,76.06,0.46,5.384,4.531,57.36,0.854,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 15:30:00,VALVE_C,running,75.18,43.52,,0.665,0.1548,0.0129,79.32,79.13,0.2,5.535,4.737,60.4,0.798,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 15:35:00,VALVE_C,running,72.14,43.1,,0.685,0.157,0.01308,77.18,76.76,0.42,5.562,4.772,59.36,0.79,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 15:40:00,VALVE_C,running,73.72,43.47,,0.685,0.1569,0.01307,78.63,78.41,0.22,5.459,4.637,59.58,0.822,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 15:45:00,VALVE_C,running,77.82,44.18,,0.701,0.1507,0.01256,83.1,83.01,0.09,5.631,4.875,60.58,0.757,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 15:50:00,VALVE_C,running,73.74,43.61,,0.719,0.1596,0.0133,79.36,78.52,0.84,5.625,4.803,60.97,0.822,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 15:55:00,VALVE_C,running,68.64,43.25,,0.651,0.1453,0.01211,75.38,75.3,0.08,5.567,4.693,56.99,0.874,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 16:00:00,VALVE_C,running,75.13,43.71,,0.679,0.1536,0.0128,79.33,79.03,0.3,5.677,4.868,60.0,0.809,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 16:05:00,VALVE_C,running,75.22,43.28,,0.675,0.1562,0.01301,80.55,80.73,0.18,5.593,4.741,61.28,0.852,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 16:10:00,VALVE_C,running,76.12,43.34,,0.667,0.1601,0.01335,80.05,80.38,0.33,5.519,4.717,59.51,0.802,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 16:15:00,VALVE_C,running,76.87,43.3,,0.734,0.1682,0.01402,79.61,80.19,0.58,5.511,4.782,60.55,0.728,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 16:20:00,VALVE_C,running,75.01,43.3,,0.673,0.158,0.01317,78.71,78.85,0.14,5.547,4.752,58.1,0.795,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 16:25:00,VALVE_C,running,73.14,43.41,,0.69,0.1611,0.01343,78.92,77.74,1.18,5.521,4.707,59.58,0.815,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 16:30:00,VALVE_C,running,76.58,43.43,,0.685,0.1531,0.01276,79.91,80.27,0.36,5.605,4.82,59.22,0.785,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 16:35:00,VALVE_C,running,74.02,43.52,,0.683,0.1589,0.01324,77.68,76.98,0.7,5.453,4.605,58.75,0.848,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 16:40:00,VALVE_C,running,74.56,44.01,,0.67,0.1516,0.01263,78.32,78.2,0.12,5.65,4.812,61.81,0.837,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 16:45:00,VALVE_C,running,78.61,44.07,,0.71,0.1648,0.01373,82.74,83.06,0.32,5.643,4.901,61.57,0.742,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 16:50:00,VALVE_C,running,73.96,43.23,,0.685,0.1587,0.01322,78.43,77.49,0.94,5.609,4.75,59.18,0.859,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 16:55:00,VALVE_C,running,76.44,44.08,,0.666,0.1504,0.01254,79.51,79.73,0.21,5.558,4.704,57.68,0.853,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 17:00:00,VALVE_C,running,73.32,43.2,,0.69,0.1663,0.01386,79.67,79.68,0.01,5.431,4.645,58.29,0.787,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 17:05:00,VALVE_C,running,76.86,43.31,,0.679,0.1577,0.01314,81.66,81.95,0.29,5.56,4.768,60.0,0.792,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 17:10:00,VALVE_C,running,74.24,42.88,,0.713,0.1622,0.01352,79.78,80.08,0.3,5.474,4.689,58.61,0.785,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 17:15:00,VALVE_C,running,72.35,43.12,,0.683,0.1504,0.01254,77.83,77.4,0.42,5.63,4.758,57.72,0.872,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 17:20:00,VALVE_C,running,73.61,42.06,,0.697,0.162,0.0135,78.45,78.45,0.0,5.612,4.801,59.54,0.811,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 17:25:00,VALVE_C,running,73.96,42.57,,0.669,0.1527,0.01273,80.24,79.88,0.36,5.511,4.749,59.23,0.762,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 17:30:00,VALVE_C,running,76.05,43.56,,0.68,0.1535,0.01279,80.62,80.75,0.13,5.583,4.797,60.7,0.786,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 17:35:00,VALVE_C,running,73.49,43.32,,0.683,0.1695,0.01412,78.05,78.26,0.21,5.492,4.646,57.59,0.846,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 17:40:00,VALVE_C,running,78.82,43.91,,0.726,0.1574,0.01311,82.99,84.35,1.36,5.548,4.779,60.18,0.769,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 17:45:00,VALVE_C,running,81.32,44.63,,0.715,0.156,0.013,84.59,84.6,0.01,5.766,5.051,62.11,0.715,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 17:50:00,VALVE_C,running,74.48,42.91,,0.678,0.1528,0.01274,78.3,78.4,0.1,5.462,4.623,58.39,0.839,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 17:55:00,VALVE_C,running,77.77,44.33,,0.699,0.1597,0.01331,82.6,82.68,0.08,5.486,4.692,60.29,0.794,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 18:00:00,VALVE_C,running,75.38,43.79,,0.664,0.1516,0.01264,79.68,79.52,0.16,5.47,4.636,59.69,0.834,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 18:05:00,VALVE_C,running,77.69,43.28,,0.762,0.1816,0.01513,81.8,82.22,0.42,5.554,4.746,59.19,0.808,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 18:10:00,VALVE_C,running,72.88,43.28,,0.701,0.1651,0.01376,77.85,78.21,0.36,5.5,4.645,57.63,0.855,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 18:15:00,VALVE_C,running,77.63,44.09,,0.731,0.1753,0.01461,80.93,81.02,0.1,5.464,4.723,60.44,0.741,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 18:20:00,VALVE_C,running,73.52,42.87,,0.687,0.1531,0.01276,78.8,80.08,1.28,5.541,4.729,58.88,0.812,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 18:25:00,VALVE_C,running,72.6,43.43,,0.658,0.147,0.01225,76.92,76.47,0.44,5.532,4.649,58.57,0.883,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 18:30:00,VALVE_C,running,69.58,42.73,,0.693,0.163,0.01358,75.4,75.58,0.18,5.508,4.7,56.86,0.808,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 18:35:00,VALVE_C,running,72.83,43.87,,0.668,0.1587,0.01322,75.2,74.89,0.31,5.484,4.645,58.19,0.839,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 18:40:00,VALVE_C,running,76.76,43.39,,0.716,0.1742,0.01452,80.69,80.95,0.26,5.51,4.764,61.57,0.747,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 18:45:00,VALVE_C,running,72.49,43.01,,0.689,0.1606,0.01338,78.41,78.86,0.45,5.542,4.733,56.9,0.809,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 18:50:00,VALVE_C,running,77.12,44.11,,0.699,0.1581,0.01318,80.47,80.26,0.21,5.703,4.878,60.27,0.825,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 18:55:00,VALVE_C,running,75.03,43.47,,0.671,0.1536,0.0128,79.15,78.66,0.49,5.554,4.677,61.55,0.877,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 19:00:00,VALVE_C,running,66.84,42.43,,0.672,0.1458,0.01215,72.91,73.66,0.75,5.445,4.569,55.75,0.876,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 19:05:00,VALVE_C,running,68.68,42.76,,0.641,0.1474,0.01229,74.39,74.48,0.09,5.411,4.623,57.64,0.787,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 19:10:00,VALVE_C,running,67.46,42.37,,0.721,0.1597,0.01331,75.06,75.56,0.5,5.35,4.548,55.93,0.802,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 19:15:00,VALVE_C,running,69.6,43.67,,0.665,0.162,0.0135,75.31,75.51,0.2,5.332,4.486,56.12,0.846,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 19:20:00,VALVE_C,running,68.21,42.52,,0.669,0.1555,0.01296,73.68,73.72,0.04,5.313,4.414,55.46,0.898,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 19:25:00,VALVE_C,running,70.69,42.76,,0.654,0.1544,0.01287,76.08,75.86,0.22,5.532,4.66,58.72,0.871,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 19:30:00,VALVE_C,running,68.29,42.67,,0.647,0.1445,0.01205,73.74,74.12,0.38,5.551,4.668,57.86,0.883,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 19:35:00,VALVE_C,running,70.14,43.15,,0.687,0.1624,0.01354,75.55,76.52,0.97,5.471,4.631,58.32,0.84,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 19:40:00,VALVE_C,running,67.12,42.82,,0.647,0.15,0.0125,72.62,72.69,0.07,5.338,4.477,56.16,0.86,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 19:45:00,VALVE_C,running,68.91,41.82,,0.662,0.1518,0.01265,75.72,74.63,1.09,5.406,4.604,57.68,0.802,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 19:50:00,VALVE_C,running,65.82,42.54,,0.671,0.15,0.0125,72.06,72.25,0.19,5.433,4.572,56.57,0.862,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 19:55:00,VALVE_C,running,64.94,42.25,,0.643,0.1395,0.01162,72.19,72.83,0.64,5.384,4.523,54.64,0.861,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 20:00:00,VALVE_C,running,65.13,42.05,,0.652,0.1551,0.01293,72.2,73.34,1.14,5.369,4.515,53.34,0.854,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 20:05:00,VALVE_C,running,63.37,42.18,,0.667,0.1484,0.01237,70.24,70.13,0.12,5.414,4.473,54.89,0.942,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 20:10:00,VALVE_C,running,61.12,42.65,,0.643,0.1451,0.01209,68.94,68.89,0.04,5.448,4.516,53.92,0.932,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 20:15:00,VALVE_C,running,67.06,42.48,,0.677,0.163,0.01358,73.58,73.13,0.45,5.49,4.655,58.11,0.836,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 20:20:00,VALVE_C,running,61.36,42.11,,0.697,0.1458,0.01215,68.42,68.35,0.07,5.478,4.621,54.28,0.857,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 20:25:00,VALVE_C,running,63.29,42.61,,0.666,0.1477,0.01231,70.27,70.38,0.11,5.282,4.453,53.2,0.829,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 20:30:00,VALVE_C,running,62.25,41.36,,0.677,0.159,0.01325,68.87,68.73,0.14,5.407,4.51,55.2,0.896,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 20:35:00,VALVE_C,running,60.25,41.45,,0.676,0.1585,0.01321,66.9,67.41,0.51,5.324,4.433,53.67,0.891,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 20:40:00,VALVE_C,running,57.96,41.83,,0.61,0.1382,0.01152,63.98,63.65,0.32,5.241,4.284,52.42,0.956,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 20:45:00,VALVE_C,running,62.2,42.12,,0.694,0.1536,0.0128,70.57,71.71,1.15,5.548,4.767,54.16,0.781,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 20:50:00,VALVE_C,running,61.44,42.7,,0.653,0.146,0.01217,67.56,67.84,0.28,5.291,4.41,54.29,0.881,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 20:55:00,VALVE_C,running,64.07,41.81,,0.649,0.1521,0.01268,70.52,69.89,0.62,5.409,4.585,55.38,0.824,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 21:00:00,VALVE_C,running,55.83,40.55,,0.64,0.1472,0.01227,64.2,63.0,1.2,5.257,4.319,51.36,0.938,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 21:05:00,VALVE_C,running,60.93,41.27,,0.63,0.1482,0.01235,68.2,67.67,0.53,5.343,4.473,54.31,0.87,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 21:10:00,VALVE_C,running,61.1,41.17,,0.664,0.1511,0.01259,68.92,69.03,0.11,5.26,4.334,53.8,0.926,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 21:15:00,VALVE_C,running,55.05,41.5,,0.656,0.156,0.013,63.41,64.3,0.89,5.295,4.411,51.48,0.885,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-06 21:20:00,VALVE_C,running,59.11,41.77,,0.627,0.1489,0.01241,67.16,68.16,1.0,5.297,4.432,54.05,0.865,normal,ok,False,none,normal,,Rutin izlemeye devam et.
