timestamp,device_id,operating_state,load_pct,temperature_c,vibration_mm_s,current_a,power_kw,energy_kwh_5min,suction_pressure_bar,discharge_pressure_bar,flow_m3_h,differential_pressure_bar,threshold_status,data_quality_flag,is_anomaly,anomaly_type,risk_level,incident_id,expected_action
2026-07-08 05:35:00,PUMP_B,running,59.4,56.14,2.376,,,,1.829,5.258,53.94,3.428,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 05:40:00,PUMP_B,running,60.15,56.6,2.448,,,,1.927,5.332,52.34,3.405,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 05:45:00,PUMP_B,running,58.17,56.04,2.373,,,,1.814,5.233,51.85,3.419,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 05:50:00,PUMP_B,running,65.98,58.05,2.622,,,,1.835,5.354,55.86,3.519,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 05:55:00,PUMP_B,running,58.3,56.18,2.404,,,,1.832,5.368,53.12,3.536,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 06:00:00,PUMP_B,running,57.47,55.97,2.455,,,,1.883,5.268,52.52,3.384,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 06:05:00,PUMP_B,running,59.07,55.86,2.401,,,,1.87,5.296,51.57,3.425,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 06:10:00,PUMP_B,running,59.02,55.93,2.354,,,,1.869,5.353,53.51,3.484,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 06:15:00,PUMP_B,running,65.24,57.03,2.625,,,,1.866,5.431,56.18,3.565,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 06:20:00,PUMP_B,running,60.57,56.1,2.432,,,,1.874,5.253,51.95,3.379,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 06:25:00,PUMP_B,running,61.68,56.14,2.417,,,,1.904,5.335,53.22,3.431,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 06:30:00,PUMP_B,running,60.7,56.14,2.459,,,,1.905,5.312,53.7,3.407,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 06:35:00,PUMP_B,running,62.79,56.49,2.509,,,,1.89,5.274,55.38,3.384,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 06:40:00,PUMP_B,running,64.56,57.18,2.611,,,,1.874,5.395,54.18,3.522,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 06:45:00,PUMP_B,running,63.95,57.06,2.517,,,,1.85,5.416,54.36,3.566,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 06:50:00,PUMP_B,running,64.22,56.69,2.488,,,,1.758,5.288,53.81,3.53,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 06:55:00,PUMP_B,running,61.31,56.39,2.464,,,,1.862,5.261,53.03,3.4,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 07:00:00,PUMP_B,running,62.85,55.72,2.485,,,,1.81,5.327,53.28,3.518,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 07:05:00,PUMP_B,running,64.28,56.97,2.466,,,,1.824,5.357,54.9,3.534,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 07:10:00,PUMP_B,running,60.67,56.22,2.433,,,,1.902,5.314,54.06,3.412,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 07:15:00,PUMP_B,running,63.26,55.97,2.449,,,,1.812,5.431,53.52,3.619,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 07:20:00,PUMP_B,running,64.99,57.32,2.501,,,,1.906,5.376,54.51,3.47,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 07:25:00,PUMP_B,running,64.68,57.1,2.51,,,,1.832,5.313,55.05,3.482,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 07:30:00,PUMP_B,running,73.28,59.01,2.617,,,,1.774,5.555,59.16,3.781,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 07:35:00,PUMP_B,running,67.18,57.79,2.51,,,,1.798,5.502,56.11,3.704,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 07:40:00,PUMP_B,running,70.3,57.12,2.631,,,,1.862,5.507,58.66,3.645,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 07:45:00,PUMP_B,running,71.25,59.05,2.639,,,,1.865,5.505,59.11,3.64,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 07:50:00,PUMP_B,running,70.95,58.38,2.616,,,,1.847,5.57,57.33,3.723,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 07:55:00,PUMP_B,running,65.4,57.46,2.573,,,,1.82,5.29,55.75,3.47,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 08:00:00,PUMP_B,running,71.11,58.52,2.623,,,,1.859,5.474,59.37,3.615,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 08:05:00,PUMP_B,running,68.25,58.13,2.724,,,,1.828,5.43,57.24,3.603,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 08:10:00,PUMP_B,running,68.25,57.72,2.689,,,,1.864,5.373,57.65,3.509,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 08:15:00,PUMP_B,running,68.11,56.35,2.623,,,,1.832,5.432,57.83,3.6,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 08:20:00,PUMP_B,running,75.29,59.5,2.631,,,,1.824,5.621,61.87,3.797,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 08:25:00,PUMP_B,running,73.9,57.85,2.637,,,,1.826,5.533,60.27,3.708,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 08:30:00,PUMP_B,running,75.23,58.28,2.883,,,,1.841,5.526,60.36,3.684,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 08:35:00,PUMP_B,running,75.37,59.72,2.76,,,,1.756,5.6,59.85,3.844,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 08:40:00,PUMP_B,running,76.07,59.73,2.747,,,,1.819,5.523,60.68,3.705,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 08:45:00,PUMP_B,running,76.5,59.06,2.851,,,,1.753,5.688,61.22,3.935,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 08:50:00,PUMP_B,running,75.37,59.07,2.781,,,,1.818,5.57,60.28,3.751,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 08:55:00,PUMP_B,running,74.82,58.37,2.804,,,,1.827,5.477,60.93,3.65,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 09:00:00,PUMP_B,running,77.56,59.78,2.724,,,,1.81,5.72,62.09,3.91,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 09:05:00,PUMP_B,running,75.38,59.13,2.771,,,,1.831,5.53,61.59,3.699,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 09:10:00,PUMP_B,running,77.78,58.8,2.714,,,,1.76,5.603,61.49,3.842,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 09:15:00,PUMP_B,running,76.5,58.16,2.802,,,,1.849,5.589,60.39,3.741,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 09:20:00,PUMP_B,running,74.03,58.42,2.688,,,,1.788,5.603,59.7,3.815,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 09:25:00,PUMP_B,running,76.02,58.69,2.766,,,,1.807,5.558,61.06,3.751,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 09:30:00,PUMP_B,running,79.63,59.6,2.809,,,,1.765,5.742,63.06,3.978,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 09:35:00,PUMP_B,running,79.39,60.48,2.761,,,,1.818,5.74,61.81,3.922,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 09:40:00,PUMP_B,running,80.99,59.93,2.797,,,,1.777,5.605,63.14,3.828,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 09:45:00,PUMP_B,running,78.11,58.45,2.685,,,,1.776,5.566,60.98,3.789,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 09:50:00,PUMP_B,running,74.01,57.69,2.748,,,,1.802,5.56,59.7,3.759,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 09:55:00,PUMP_B,running,75.72,57.96,2.715,,,,1.882,5.495,60.34,3.613,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 10:00:00,PUMP_B,running,81.13,58.86,2.893,,,,1.805,5.683,63.07,3.878,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 10:05:00,PUMP_B,running,78.85,59.31,2.694,,,,1.851,5.655,62.17,3.804,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 10:10:00,PUMP_B,running,76.79,57.84,2.912,,,,1.823,5.532,62.39,3.709,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 10:15:00,PUMP_B,running,76.48,58.44,2.692,,,,1.8,5.631,59.43,3.831,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 10:20:00,PUMP_B,running,82.07,59.65,2.848,,,,1.805,5.664,63.46,3.859,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 10:25:00,PUMP_B,running,78.65,59.6,2.687,,,,1.746,5.589,62.36,3.843,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 10:30:00,PUMP_B,running,76.38,58.93,2.783,,,,1.812,5.569,60.21,3.758,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 10:35:00,PUMP_B,running,80.53,58.93,2.778,,,,1.789,5.624,62.61,3.834,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 10:40:00,PUMP_B,running,77.85,58.67,2.737,,,,1.745,5.623,61.76,3.878,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 10:45:00,PUMP_B,running,80.15,59.77,2.714,,,,1.816,5.538,62.82,3.722,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 10:50:00,PUMP_B,running,76.75,58.12,2.695,,,,1.762,5.566,62.52,3.804,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 10:55:00,PUMP_B,running,82.54,59.25,2.773,,,,1.795,5.79,64.33,3.995,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 11:00:00,PUMP_B,running,81.36,60.03,2.856,,,,1.771,5.732,62.7,3.961,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 11:05:00,PUMP_B,running,78.52,59.92,2.836,,,,1.815,5.643,61.02,3.827,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 11:10:00,PUMP_B,running,80.69,59.13,2.733,,,,1.824,5.751,63.3,3.928,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 11:15:00,PUMP_B,running,83.26,60.07,2.826,,,,1.788,5.644,65.54,3.856,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 11:20:00,PUMP_B,running,78.2,57.96,2.731,,,,1.802,5.577,62.26,3.775,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 11:25:00,PUMP_B,running,77.14,57.51,2.674,,,,1.771,5.633,62.05,3.863,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 11:30:00,PUMP_B,running,78.39,58.29,2.813,,,,1.819,5.723,62.19,3.903,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 11:35:00,PUMP_B,running,77.49,59.18,2.726,,,,1.782,5.562,59.45,3.78,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 11:40:00,PUMP_B,running,75.52,58.15,2.776,,,,1.85,5.651,60.86,3.801,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 11:45:00,PUMP_B,running,78.57,58.15,2.764,,,,1.793,5.555,62.33,3.762,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 11:50:00,PUMP_B,running,76.93,58.8,2.743,,,,1.842,5.699,62.11,3.857,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 11:55:00,PUMP_B,running,78.57,59.86,2.725,,,,1.854,5.551,62.61,3.697,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 12:00:00,PUMP_B,running,80.17,58.46,2.719,,,,1.845,5.688,61.9,3.843,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 12:05:00,PUMP_B,running,75.71,58.34,2.727,,,,1.866,5.561,60.61,3.695,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 12:10:00,PUMP_B,running,74.3,57.32,2.696,,,,1.768,5.577,60.29,3.809,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 12:15:00,PUMP_B,running,75.01,57.28,2.732,,,,1.862,5.637,59.89,3.775,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 12:20:00,PUMP_B,running,77.17,59.27,2.782,,,,1.864,5.607,61.96,3.743,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 12:25:00,PUMP_B,running,74.65,57.98,2.676,,,,1.874,5.603,60.57,3.729,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 12:30:00,PUMP_B,running,72.95,57.95,2.679,,,,1.867,5.601,58.23,3.734,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 12:35:00,PUMP_B,running,76.35,58.74,2.716,,,,1.829,5.466,59.6,3.637,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 12:40:00,PUMP_B,running,77.23,58.92,2.842,,,,1.86,5.718,62.04,3.857,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 12:45:00,PUMP_B,running,75.99,57.8,2.869,,,,1.79,5.592,61.75,3.802,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 12:50:00,PUMP_B,running,77.6,59.43,2.786,,,,1.807,5.686,61.55,3.878,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 12:55:00,PUMP_B,running,74.94,57.22,2.865,,,,1.744,5.656,60.49,3.912,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 13:00:00,PUMP_B,running,71.65,56.51,2.62,,,,1.84,5.352,58.49,3.512,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 13:05:00,PUMP_B,running,75.27,57.05,2.887,,,,1.884,5.499,59.95,3.615,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 13:10:00,PUMP_B,running,73.95,58.31,2.766,,,,1.757,5.564,59.71,3.807,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 13:15:00,PUMP_B,running,73.12,58.11,2.625,,,,1.825,5.603,60.26,3.778,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 13:20:00,PUMP_B,running,71.98,56.87,2.695,,,,1.795,5.6,58.35,3.805,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 13:25:00,PUMP_B,running,68.91,56.7,2.563,,,,1.854,5.419,57.0,3.566,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 13:30:00,PUMP_B,running,71.47,57.15,2.674,,,,1.867,5.512,59.91,3.645,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 13:35:00,PUMP_B,running,68.08,55.83,2.576,,,,1.847,5.431,57.28,3.584,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 13:40:00,PUMP_B,running,70.41,55.92,2.746,,,,1.84,5.435,58.07,3.596,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 13:45:00,PUMP_B,running,67.59,56.37,2.536,,,,1.82,5.425,56.48,3.604,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 13:50:00,PUMP_B,running,72.35,57.7,2.808,,,,1.874,5.312,58.13,3.438,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 13:55:00,PUMP_B,running,73.74,56.13,2.762,,,,1.84,5.499,60.95,3.659,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 14:00:00,PUMP_B,running,69.98,55.61,2.704,,,,1.874,5.444,57.26,3.57,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 14:05:00,PUMP_B,running,71.25,56.53,2.638,,,,1.803,5.467,57.43,3.664,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 14:10:00,PUMP_B,running,76.68,57.66,2.731,,,,1.781,5.646,61.48,3.865,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 14:15:00,PUMP_B,running,74.85,57.68,2.654,,,,1.839,5.569,60.01,3.73,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 14:20:00,PUMP_B,running,73.35,56.3,2.882,,,,1.865,5.572,60.14,3.707,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 14:25:00,PUMP_B,running,70.49,56.32,2.903,,,,1.846,5.573,57.77,3.727,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 14:30:00,PUMP_B,running,69.65,56.11,2.675,,,,1.799,5.403,57.47,3.604,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 14:35:00,PUMP_B,running,75.46,57.57,2.687,,,,1.76,5.682,61.84,3.922,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 14:40:00,PUMP_B,running,72.55,57.57,2.766,,,,1.843,5.504,58.64,3.661,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 14:45:00,PUMP_B,running,67.42,56.62,2.519,,,,1.807,5.448,56.42,3.641,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 14:50:00,PUMP_B,running,71.62,56.75,2.661,,,,1.81,5.58,59.07,3.769,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 14:55:00,PUMP_B,running,71.22,56.7,2.636,,,,1.862,5.423,58.64,3.562,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 15:00:00,PUMP_B,running,69.27,55.98,2.589,,,,1.827,5.446,57.8,3.619,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 15:05:00,PUMP_B,running,70.38,55.32,2.659,,,,1.84,5.544,57.22,3.704,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 15:10:00,PUMP_B,running,72.81,56.36,2.697,,,,1.816,5.63,59.71,3.814,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 15:15:00,PUMP_B,running,71.89,56.51,2.573,,,,1.833,5.475,59.3,3.642,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 15:20:00,PUMP_B,running,69.5,56.19,2.718,,,,1.793,5.43,57.75,3.637,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 15:25:00,PUMP_B,running,74.61,56.24,2.766,,,,1.812,5.503,61.06,3.691,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 15:30:00,PUMP_B,running,69.78,55.87,2.636,,,,1.851,5.524,57.99,3.673,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 15:35:00,PUMP_B,running,73.31,57.34,2.619,,,,1.822,5.556,60.87,3.734,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 15:40:00,PUMP_B,running,69.87,56.43,2.584,,,,1.797,5.487,57.72,3.691,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 15:45:00,PUMP_B,running,68.73,56.03,2.576,,,,1.841,5.378,55.27,3.537,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 15:50:00,PUMP_B,running,77.0,57.2,2.777,,,,1.814,5.553,62.89,3.739,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 15:55:00,PUMP_B,running,74.53,57.15,2.687,,,,1.883,5.563,60.94,3.68,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 16:00:00,PUMP_B,running,73.33,56.73,2.805,,,,1.766,5.621,59.01,3.855,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 16:05:00,PUMP_B,running,74.99,56.81,2.768,,,,1.795,5.542,60.8,3.747,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 16:10:00,PUMP_B,running,73.27,56.47,2.597,,,,1.776,5.42,59.68,3.644,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 16:15:00,PUMP_B,running,72.69,56.95,2.773,,,,1.789,5.473,58.32,3.684,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 16:20:00,PUMP_B,running,75.85,57.54,2.703,,,,1.874,5.535,60.85,3.662,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 16:25:00,PUMP_B,running,73.35,56.96,2.681,,,,1.807,5.552,59.49,3.745,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 16:30:00,PUMP_B,running,75.82,57.17,2.712,,,,1.784,5.612,60.72,3.828,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 16:35:00,PUMP_B,running,73.94,57.18,2.689,,,,1.758,5.532,59.63,3.774,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 16:40:00,PUMP_B,running,75.52,56.79,2.85,,,,1.82,5.622,60.8,3.802,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 16:45:00,PUMP_B,running,76.57,57.34,2.873,,,,1.784,5.564,61.53,3.781,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 16:50:00,PUMP_B,running,73.43,58.0,2.656,,,,1.811,5.53,59.44,3.719,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 16:55:00,PUMP_B,running,70.94,56.57,2.712,,,,1.845,5.517,60.17,3.673,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 17:00:00,PUMP_B,running,70.03,55.59,2.599,,,,1.827,5.459,58.35,3.633,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 17:05:00,PUMP_B,running,76.09,57.84,2.695,,,,1.813,5.504,60.14,3.691,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 17:10:00,PUMP_B,running,76.26,56.77,2.683,,,,1.828,5.599,60.06,3.77,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 17:15:00,PUMP_B,running,74.04,55.9,2.681,,,,1.796,5.677,60.9,3.881,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 17:20:00,PUMP_B,running,77.02,57.38,2.713,,,,1.823,5.601,60.92,3.778,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 17:25:00,PUMP_B,running,72.87,55.96,2.637,,,,1.862,5.585,59.61,3.723,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 17:30:00,PUMP_B,running,75.25,55.86,2.709,,,,1.832,5.667,61.12,3.835,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 17:35:00,PUMP_B,running,75.79,56.43,2.707,,,,1.823,5.613,59.89,3.79,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 17:40:00,PUMP_B,running,80.16,58.11,3.011,,,,1.775,5.722,61.08,3.947,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 17:45:00,PUMP_B,running,68.68,56.17,2.564,,,,1.802,5.498,56.78,3.696,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 17:50:00,PUMP_B,running,75.48,56.67,2.729,,,,1.822,5.621,61.97,3.798,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 17:55:00,PUMP_B,running,74.71,56.13,2.63,,,,1.848,5.551,59.15,3.703,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 18:00:00,PUMP_B,running,73.61,56.32,2.712,,,,1.824,5.586,58.88,3.762,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 18:05:00,PUMP_B,running,73.62,55.81,2.653,,,,1.825,5.647,60.32,3.822,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 18:10:00,PUMP_B,running,73.6,56.98,2.663,,,,1.791,5.53,60.33,3.74,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 18:15:00,PUMP_B,running,72.67,56.97,2.588,,,,1.799,5.483,59.73,3.684,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 18:20:00,PUMP_B,running,73.36,56.25,2.648,,,,1.832,5.511,59.3,3.68,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 18:25:00,PUMP_B,running,68.9,54.45,2.554,,,,1.793,5.416,56.57,3.622,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 18:30:00,PUMP_B,running,71.24,55.4,2.584,,,,1.834,5.41,58.35,3.575,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 18:35:00,PUMP_B,running,75.79,57.23,2.713,,,,1.84,5.537,59.98,3.696,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 18:40:00,PUMP_B,running,70.86,56.06,2.581,,,,1.805,5.529,56.95,3.724,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 18:45:00,PUMP_B,running,74.37,57.17,2.757,,,,1.814,5.526,60.14,3.711,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 18:50:00,PUMP_B,running,73.3,56.6,2.601,,,,1.82,5.542,60.58,3.722,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 18:55:00,PUMP_B,running,75.35,56.88,2.775,,,,1.853,5.636,59.66,3.783,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 19:00:00,PUMP_B,running,73.29,56.4,2.689,,,,1.815,5.558,58.73,3.743,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 19:05:00,PUMP_B,running,69.4,55.65,2.676,,,,1.845,5.498,56.71,3.653,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 19:10:00,PUMP_B,running,70.34,56.14,2.618,,,,1.828,5.406,59.57,3.578,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 19:15:00,PUMP_B,running,69.22,55.16,2.57,,,,1.864,5.544,56.11,3.681,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 19:20:00,PUMP_B,running,71.19,55.54,2.608,,,,1.795,5.481,57.39,3.687,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 19:25:00,PUMP_B,running,68.75,54.76,2.589,,,,1.819,5.409,55.9,3.59,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 19:30:00,PUMP_B,running,69.17,56.42,2.558,,,,1.82,5.503,58.16,3.683,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 19:35:00,PUMP_B,running,68.79,54.79,2.544,,,,1.887,5.478,57.64,3.591,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 19:40:00,PUMP_B,running,67.72,55.62,2.669,,,,1.83,5.328,57.06,3.498,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-08 19:45:00,PUMP_B,running,66.3,54.38,2.567,,,,1.862,5.473,56.24,3.612,normal,ok,False,none,normal,,Rutin izlemeye devam et.
